position,birth_year,height,peak_tier,peak_matches,best_league_info,player_link,scraped_at_utc
Centre Back,1990.0,1.83m,5,334,"('Georgia', 'I')",https://national-football-teams.com/player/40675/Levan_Kakubava.html,2026-04-25T13:26:25+00:00
Defensive Midfielder,1993.0,1.86m,3,14,"('Cyprus', 'I')",https://national-football-teams.com/player/55532/Giorgi_Papava.html,2026-04-25T13:26:26+00:00
Defensive Midfielder,1985.0,1.82m,3,54,"('Cyprus', 'I')",https://national-football-teams.com/player/27465/Levan_Khmaladze.html,2026-04-25T13:26:26+00:00
Centre Back,1994.0,1.85m,1,56,"('Spain', 'I')",https://national-football-teams.com/player/57416/Emiliano_Velazquez.html,2026-04-25T13:26:26+00:00
Goalkeeper,1993.0,1.82m,6,0,,https://national-football-teams.com/player/60318/Juliao_Monteiro.html,2026-04-25T13:26:26+00:00
Midfielder,1997.0,1.65m,6,0,,https://national-football-teams.com/player/61273/Armando_Varela.html,2026-04-25T13:26:26+00:00
Striker,1997.0,1.78m,6,0,,https://national-football-teams.com/player/61274/Abilio_Vieira.html,2026-04-25T13:26:28+00:00
Left Back,1997.0,1.70m,2,65,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/66341/Abdulrahman_Al_Dossari.html,2026-04-25T13:26:28+00:00
Goalkeeper,1996.0,1.88m,5,155,"('Slovenia', 'I')",https://national-football-teams.com/player/66333/Grega_Sorcan.html,2026-04-25T13:26:28+00:00
Centre Back,1993.0,1.85m,1,24,"('France', 'I')",https://national-football-teams.com/player/66334/Miha_Blazic.html,2026-04-25T13:26:28+00:00
Centre Back,1991.0,1.83m,5,186,"('Slovenia', 'I')",https://national-football-teams.com/player/65905/Antonio_Delamea_Mlinar.html,2026-04-25T13:26:28+00:00
Right Back,1992.0,1.85m,5,221,"('Slovenia', 'I')",https://national-football-teams.com/player/66335/Denis_Klinar.html,2026-04-25T13:26:28+00:00
Left Winger,1993.0,1.76m,3,88,"('Poland', 'I')",https://national-football-teams.com/player/66338/Matej_Pucko.html,2026-04-25T13:26:28+00:00
Centre Midfielder,1990.0,1.81m,2,64,"('Turkey', 'I')",https://national-football-teams.com/player/66337/Amedej_Vetrih.html,2026-04-25T13:26:28+00:00
Centre Forward,1989.0,1.80m,3,10,"('Norway', 'I')",https://national-football-teams.com/player/66339/Slobodan_Vuk.html,2026-04-25T13:26:28+00:00
Attacking Midfielder,1992.0,1.79m,1,27,"('Italy', 'I')",https://national-football-teams.com/player/66336/Zan_Majer.html,2026-04-25T13:26:28+00:00
Right Winger,1991.0,1.82m,5,314,"('Slovenia', 'I')",https://national-football-teams.com/player/66340/Matej_Podlogar.html,2026-04-25T13:26:30+00:00
Centre Forward,1992.0,1.83m,5,149,"('Slovenia', 'I')",https://national-football-teams.com/player/66342/Elvis_Bratanovic.html,2026-04-25T13:26:30+00:00
Right Back,1991.0,1.77m,3,50,"('Cyprus', 'I')",https://national-football-teams.com/player/66343/Matija_Sirok.html,2026-04-25T13:26:31+00:00
Left Midfielder,1992.0,1.72m,5,192,"('Slovenia', 'I')",https://national-football-teams.com/player/64587/Jure_Matjasic.html,2026-04-25T13:26:31+00:00
Attacking Midfielder,1986.0,1.87m,3,43,"('Romania', 'I')",https://national-football-teams.com/player/64512/Rok_Kronaveter.html,2026-04-25T13:26:31+00:00
Right Winger,1994.0,1.69m,3,24,"('Germany', 'II')",https://national-football-teams.com/player/66344/Mitja_Lotric.html,2026-04-25T13:26:31+00:00
Left Midfielder,1991.0,1.80m,3,21,"('Israel', 'I')",https://national-football-teams.com/player/66345/Sandi_Arcon.html,2026-04-25T13:26:31+00:00
Right Midfielder,1995.0,1.67m,2,102,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/69118/Abdullah_Al_Jouei.html,2026-04-25T13:26:31+00:00
Left Midfielder,1999.0,1.80m,2,41,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/69120/Faris_Abdi.html,2026-04-25T13:26:31+00:00
Centre Back,1988.0,1.79m,5,276,"('Jamaica', 'I')",https://national-football-teams.com/player/65978/Ladale_Richie.html,2026-04-25T13:26:31+00:00
Centre Back,1993.0,1.91m,2,22,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/65590/Damion_Lowe.html,2026-04-25T13:26:33+00:00
Left Back,1986.0,1.83m,5,83,"('Usa', 'I')",https://national-football-teams.com/player/40259/Shaun_Francis.html,2026-04-25T13:26:33+00:00
Right Back,1991.0,1.79m,5,74,"('Usa', 'I')",https://national-football-teams.com/player/39660/Oniel_Fisher.html,2026-04-25T13:26:33+00:00
Attacking Midfielder,1992.0,1.70m,5,75,"('Jamaica', 'I')",https://national-football-teams.com/player/68686/Jamiel_Hardware.html,2026-04-25T13:26:33+00:00
Defensive Midfielder,1991.0,1.82m,5,177,"('Jamaica', 'I')",https://national-football-teams.com/player/47626/Ewan_Grandison.html,2026-04-25T13:26:33+00:00
Centre Forward,1994.0,1.80m,5,40,"('Egypt', 'I')",https://national-football-teams.com/player/65977/Romario_Williams.html,2026-04-25T13:26:33+00:00
Attacking Midfielder,1992.0,1.70m,6,339,"('Usa', 'II')",https://national-football-teams.com/player/39661/Devon_Williams.html,2026-04-25T13:26:33+00:00
Left Winger,1998.0,1.75m,5,160,"('Jamaica', 'I')",https://national-football-teams.com/player/68689/Alex_Marshall.html,2026-04-25T13:26:33+00:00
Centre Forward,1991.0,1.78m,5,309,"('Jamaica', 'I')",https://national-football-teams.com/player/68687/Fabian_Reid.html,2026-04-25T13:26:33+00:00
Attacking Midfielder,1994.0,1.60m,5,214,"('Costa_Rica', 'I')",https://national-football-teams.com/player/69121/Chevone_Marsh.html,2026-04-25T13:26:33+00:00
Right Back,1989.0,1.91m,5,208,"('Jamaica', 'I')",https://national-football-teams.com/player/60913/Rosario_Harriott.html,2026-04-25T13:26:36+00:00
Left Midfielder,1992.0,1.60m,5,167,"('Jamaica', 'I')",https://national-football-teams.com/player/40260/Marvin_Morgan.html,2026-04-25T13:26:36+00:00
Centre Back,1988.0,1.85m,1,20,"('Italy', 'I')",https://national-football-teams.com/player/51063/Luis_Neto.html,2026-04-25T13:26:36+00:00
Left Back,1994.0,1.69m,1,80,"('Spain', 'I')",https://national-football-teams.com/player/69278/Kevin_Rodrigues.html,2026-04-25T13:26:36+00:00
Right Back,1994.0,1.82m,1,269,"('Spain', 'I')",https://national-football-teams.com/player/65019/Joao_Cancelo.html,2026-04-25T13:26:36+00:00
Centre Midfielder,1986.0,1.76m,1,64,"('Spain', 'I')",https://national-football-teams.com/player/9986/Manuel_Fernandes.html,2026-04-25T13:26:36+00:00
Left Back,1993.0,1.75m,1,162,"('England', 'I')",https://national-football-teams.com/player/61347/Ricardo_Pereira_1.html,2026-04-25T13:26:36+00:00
Right Winger,1995.0,1.73m,1,103,"('France', 'I')",https://national-football-teams.com/player/65472/Gelson_Martins.html,2026-04-25T13:26:36+00:00
Centre Back,1994.0,1.80m,1,35,"('France', 'I')",https://national-football-teams.com/player/69280/Edgar_Ie.html,2026-04-25T13:26:36+00:00
Left Winger,1994.0,1.73m,1,74,"('Germany', 'I')",https://national-football-teams.com/player/69281/Bruma.html,2026-04-25T13:26:36+00:00
Centre Midfielder,1994.0,1.65m,2,221,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/69336/Abdulmajeed_Al_Sulayhem.html,2026-04-25T13:26:38+00:00
Right Midfielder,1991.0,1.76m,2,209,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/69337/Ali_Ahmed_Al_Zaqaan.html,2026-04-25T13:26:38+00:00
Goalkeeper,1991.0,1.84m,3,113,"('Romania', 'I')",https://national-football-teams.com/player/47780/Plamen_Iliev.html,2026-04-25T13:26:38+00:00
Left Back,1993.0,1.81m,5,247,"('Bulgaria', 'I')",https://national-football-teams.com/player/65050/Anton_Nedyalkov.html,2026-04-25T13:26:38+00:00
Defensive Midfielder,1993.0,1.85m,3,70,"('Poland', 'I')",https://national-football-teams.com/player/53866/Simeon_Slavchev.html,2026-04-25T13:26:38+00:00
Centre Midfielder,1992.0,1.81m,3,31,"('Romania', 'I')",https://national-football-teams.com/player/65533/Martin_Raynov.html,2026-04-25T13:26:39+00:00
Centre Forward,1988.0,1.93m,1,32,"('Italy', 'I')",https://national-football-teams.com/player/54723/Andrey_Galabinov.html,2026-04-25T13:26:39+00:00
Right Winger,1990.0,1.78m,1,52,"('Italy', 'I')",https://national-football-teams.com/player/45212/Aleksandar_Tonev.html,2026-04-25T13:26:39+00:00
Attacking Midfielder,1991.0,1.60m,5,277,"('Bulgaria', 'I')",https://national-football-teams.com/player/69338/Ivan_Minchev.html,2026-04-25T13:26:39+00:00
Centre Forward,1997.0,,6,0,,https://national-football-teams.com/player/69410/Abdulrahman_Al_Yami.html,2026-04-25T13:26:39+00:00
Centre Midfielder,1993.0,1.78m,1,313,"('Italy', 'I')",https://national-football-teams.com/player/49362/Alfred_Duncan.html,2026-04-25T13:26:41+00:00
Defensive Midfielder,1995.0,1.72m,3,144,"('Denmark', 'I')",https://national-football-teams.com/player/66510/Ebenezer_Ofori.html,2026-04-25T13:26:41+00:00
Right Winger,1994.0,1.78m,1,11,"('Spain', 'I')",https://national-football-teams.com/player/69105/Patrick_Twumasi.html,2026-04-25T13:26:41+00:00
Centre Midfielder,1998.0,1.70m,3,58,"('Norway', 'I')",https://national-football-teams.com/player/59271/Isaac_Twum.html,2026-04-25T13:26:41+00:00
Centre Forward,1992.0,1.80m,2,11,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/69413/John_Antwi.html,2026-04-25T13:26:41+00:00
Left Back,1994.0,1.75m,5,29,"('Ghana', 'I')",https://national-football-teams.com/player/69412/Mohammed_Abass.html,2026-04-25T13:26:41+00:00
Centre Back,1993.0,1.90m,5,166,"('Ghana', 'I')",https://national-football-teams.com/player/69411/Vincent_Attingah.html,2026-04-25T13:26:41+00:00
Centre Midfielder,1995.0,1.66m,3,128,"('Cyprus', 'I')",https://national-football-teams.com/player/69104/Kingsley_Sarfo.html,2026-04-25T13:26:41+00:00
Centre Forward,1992.0,1.79m,3,129,"('Cyprus', 'I')",https://national-football-teams.com/player/31641/Deniss_Rakels.html,2026-04-25T13:26:41+00:00
Left Back,1988.0,1.78m,5,242,"('Latvia', 'I')",https://national-football-teams.com/player/67581/Aleksandrs_Solovjovs.html,2026-04-25T13:26:41+00:00
Right Back,1996.0,1.94m,5,70,"('Latvia', 'I')",https://national-football-teams.com/player/68264/Nikita_Kolesovs.html,2026-04-25T13:26:43+00:00
Centre Midfielder,1995.0,1.75m,5,171,"('Latvia', 'I')",https://national-football-teams.com/player/68265/Jevgenijs_Kazacoks.html,2026-04-25T13:26:43+00:00
Attacking Midfielder,1995.0,1.82m,5,109,"('Latvia', 'I')",https://national-football-teams.com/player/68266/Davis_Indrans.html,2026-04-25T13:26:43+00:00
Defensive Midfielder,1992.0,1.80m,5,266,"('Latvia', 'I')",https://national-football-teams.com/player/69149/Daniils_Ulimbasevs.html,2026-04-25T13:26:43+00:00
Defensive Midfielder,1992.0,1.87m,5,134,"('Latvia', 'I')",https://national-football-teams.com/player/69346/Dmitrijs_Hmizs.html,2026-04-25T13:26:43+00:00
Attacking Midfielder,1990.0,1.79m,2,275,"('Russia', 'I')",https://national-football-teams.com/player/27794/Alan_Dzagoyev.html,2026-04-25T13:26:43+00:00
Left Winger,1990.0,1.79m,1,150,"('Spain', 'I')",https://national-football-teams.com/player/49267/Denis_Cheryshev.html,2026-04-25T13:26:43+00:00
Secondary striker,1988.0,1.93m,2,431,"('Russia', 'I')",https://national-football-teams.com/player/45610/Artyom_Dzyuba.html,2026-04-25T13:26:43+00:00
Right Midfielder,1984.0,1.70m,2,218,"('Brazil', 'I')",https://national-football-teams.com/player/57686/Carlos_Sanchez_1.html,2026-04-25T13:26:43+00:00
Right Midfielder,1993.0,1.65m,2,59,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/70336/Abdulwahab_Jaafer.html,2026-04-25T13:26:43+00:00
Left Back,1993.0,1.84m,5,108,"('Moldova', 'I')",https://national-football-teams.com/player/70332/Constantin_Bogdan.html,2026-04-25T13:26:46+00:00
Left Midfielder,1996.0,1.84m,5,103,"('Moldova', 'I')",https://national-football-teams.com/player/70333/Andrei_Macritchii.html,2026-04-25T13:26:46+00:00
Centre Forward,1999.0,1.80m,2,54,"('Switzerland', 'I')",https://national-football-teams.com/player/70046/Vitalie_Damascan.html,2026-04-25T13:26:46+00:00
Left Midfielder,1994.0,1.74m,3,12,"('Romania', 'I')",https://national-football-teams.com/player/57699/Danu_Spataru.html,2026-04-25T13:26:46+00:00
Centre Forward,1997.0,1.91m,2,16,"('Ukraine', 'I')",https://national-football-teams.com/player/70334/Alexandru_Boiciuc.html,2026-04-25T13:26:46+00:00
Defensive Midfielder,1989.0,1.83m,4,12,"('Iran', 'I')",https://national-football-teams.com/player/48335/Alexandr_Pascenco.html,2026-04-25T13:26:46+00:00
Centre Forward,1993.0,1.80m,5,210,"('Moldova', 'I')",https://national-football-teams.com/player/60792/Vladimir_Ambros.html,2026-04-25T13:26:46+00:00
Centre Back,1995.0,1.84m,4,22,"('Uzbekistan', 'I')",https://national-football-teams.com/player/70045/Radu_Rogac.html,2026-04-25T13:26:46+00:00
Right Winger,1995.0,1.73m,5,156,"('Moldova', 'I')",https://national-football-teams.com/player/69140/Vadim_Paireli.html,2026-04-25T13:26:46+00:00
Defensive Midfielder,1993.0,1.73m,3,197,"('Romania', 'I')",https://national-football-teams.com/player/58240/Vadim_Rata.html,2026-04-25T13:26:46+00:00
Defensive Midfielder,1991.0,1.80m,5,273,"('Moldova', 'I')",https://national-football-teams.com/player/55718/Alexandru_Vremea.html,2026-04-25T13:26:49+00:00
Centre Back,1996.0,1.84m,5,104,"('Moldova', 'I')",https://national-football-teams.com/player/70337/Valeriu_Macritchii.html,2026-04-25T13:26:49+00:00
Left Midfielder,1992.0,1.76m,2,39,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/70786/Ahmed_Ashraf_Al_Fiqi.html,2026-04-25T13:26:49+00:00
Goalkeeper,1999.0,1.91m,1,21,"('Spain', 'I')",https://national-football-teams.com/player/70785/Andriy_Lunin.html,2026-04-25T13:26:49+00:00
Centre Back,1987.0,1.97m,2,150,"('Ukraine', 'I')",https://national-football-teams.com/player/33801/Yevhen_Khacheridi.html,2026-04-25T13:26:49+00:00
Centre Forward,1989.0,1.85m,1,41,"('Spain', 'I')",https://national-football-teams.com/player/41806/Artem_Kravets.html,2026-04-25T13:26:49+00:00
Left Midfielder,1994.0,1.77m,1,29,"('France', 'I')",https://national-football-teams.com/player/70939/Anthony_Limbombe.html,2026-04-25T13:26:49+00:00
Centre Forward,1993.0,1.82m,1,174,"('Germany', 'I')",https://national-football-teams.com/player/58764/Michy_Batshuayi.html,2026-04-25T13:26:49+00:00
Goalkeeper,1991.0,1.98m,5,165,"('Algeria', 'I')",https://national-football-teams.com/player/71129/Toufik_Moussaoui.html,2026-04-25T13:26:49+00:00
Centre Back,1990.0,1.98m,2,17,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/71130/Mohamed_Naamani.html,2026-04-25T13:26:49+00:00
Centre Back,1989.0,1.83m,3,40,"('Qatar', 'I')",https://national-football-teams.com/player/71131/Ayoub_Azzi.html,2026-04-25T13:26:51+00:00
Centre Midfielder,1996.0,1.78m,5,49,"('Algeria', 'I')",https://national-football-teams.com/player/68961/Hichem_Cherif_El_Ouazzani.html,2026-04-25T13:26:51+00:00
Right Winger,1989.0,1.68m,5,273,"('Algeria', 'I')",https://national-football-teams.com/player/71132/Abdenour_Belkheir.html,2026-04-25T13:26:51+00:00
Centre Forward,1987.0,1.77m,5,71,"('Algeria', 'I')",https://national-football-teams.com/player/71133/Sid_Ali_Lakroum.html,2026-04-25T13:26:51+00:00
Attacking Midfielder,1987.0,1.70m,5,183,"('Algeria', 'I')",https://national-football-teams.com/player/53676/Houssine_El_Orfi.html,2026-04-25T13:26:51+00:00
Right Winger,1988.0,1.85m,5,66,"('Algeria', 'I')",https://national-football-teams.com/player/71135/Habib_Bouguelmouna.html,2026-04-25T13:26:51+00:00
Right Back,1996.0,1.73m,5,45,"('Algeria', 'I')",https://national-football-teams.com/player/69372/Islam_Arous.html,2026-04-25T13:26:51+00:00
Left Winger,1989.0,1.67m,5,152,"('Algeria', 'I')",https://national-football-teams.com/player/71137/Abdelkrim_Zouari.html,2026-04-25T13:26:51+00:00
Goalkeeper,1994.0,1.96m,2,193,"('Netherlands', 'I')",https://national-football-teams.com/player/70926/Vasilios_Barkas.html,2026-04-25T13:26:51+00:00
Centre Back,1998.0,1.88m,1,72,"('Italy', 'I')",https://national-football-teams.com/player/71140/Dimitris_Nikolaou.html,2026-04-25T13:26:51+00:00
Centre Back,1994.0,1.96m,2,156,"('Greece', 'I')",https://national-football-teams.com/player/71141/Spyros_Risvanis.html,2026-04-25T13:26:53+00:00
Left Back,1995.0,1.75m,1,49,"('Germany', 'I')",https://national-football-teams.com/player/71139/Dimitris_Giannoulis.html,2026-04-25T13:26:53+00:00
Right Back,1991.0,1.82m,2,148,"('Greece', 'I')",https://national-football-teams.com/player/57740/Michalis_Bakakis.html,2026-04-25T13:26:53+00:00
Centre Forward,1990.0,1.86m,2,175,"('Greece', 'I')",https://national-football-teams.com/player/41757/Michalis_Manias.html,2026-04-25T13:26:53+00:00
Attacking Midfielder,1993.0,1.75m,2,239,"('Greece', 'I')",https://national-football-teams.com/player/60745/Dimitris_Pelkas.html,2026-04-25T13:26:53+00:00
Left Winger,1998.0,1.78m,1,12,"('Germany', 'I')",https://national-football-teams.com/player/71142/Dimitris_Limnios.html,2026-04-25T13:26:53+00:00
Centre Back,1990.0,1.85m,1,28,"('Germany', 'I')",https://national-football-teams.com/player/71143/Vassilis_Lambropoulos.html,2026-04-25T13:26:54+00:00
Goalkeeper,1992.0,1.90m,2,193,"('Turkey', 'I')",https://national-football-teams.com/player/70925/Andreas_Gianniotis.html,2026-04-25T13:26:54+00:00
Centre Forward,1996.0,1.84m,1,24,"('France', 'I')",https://national-football-teams.com/player/70774/Efthymios_Koulouris.html,2026-04-25T13:26:54+00:00
Right Back,1997.0,1.82m,2,102,"('Greece', 'I')",https://national-football-teams.com/player/71145/Thanasis_Androutsos.html,2026-04-25T13:26:54+00:00
Centre Midfielder,1997.0,1.72m,2,107,"('Greece', 'I')",https://national-football-teams.com/player/71146/Konstantinos_Galanopoulos.html,2026-04-25T13:26:55+00:00
Goalkeeper,1999.0,1.96m,1,319,"('France', 'I')",https://national-football-teams.com/player/65011/Gianluigi_Donnarumma.html,2026-04-25T13:26:56+00:00
Centre Back,1995.0,1.88m,1,333,"('Italy', 'I')",https://national-football-teams.com/player/65453/Alessio_Romagnoli.html,2026-04-25T13:26:56+00:00
Centre Back,1987.0,1.90m,1,430,"('Italy', 'I')",https://national-football-teams.com/player/36478/Leonardo_Bonucci.html,2026-04-25T13:26:56+00:00
Left Back,1986.0,1.83m,1,219,"('Italy', 'I')",https://national-football-teams.com/player/32790/Domenico_Criscito.html,2026-04-25T13:26:56+00:00
Right Midfielder,1992.0,1.82m,1,246,"('Italy', 'I')",https://national-football-teams.com/player/65848/Davide_Zappacosta.html,2026-04-25T13:26:56+00:00
Defensive Midfielder,1991.0,1.80m,1,347,"('England', 'I')",https://national-football-teams.com/player/63534/Jorginho_3.html,2026-04-25T13:26:56+00:00
Left Winger,1991.0,1.63m,1,336,"('Italy', 'I')",https://national-football-teams.com/player/48707/Lorenzo_Insigne.html,2026-04-25T13:26:56+00:00
Centre Midfielder,1996.0,1.86m,1,275,"('Italy', 'I')",https://national-football-teams.com/player/68302/Lorenzo_Pellegrini.html,2026-04-25T13:26:56+00:00
Right Back,1991.0,1.73m,1,304,"('Italy', 'I')",https://national-football-teams.com/player/49298/Alessandro_Florenzi.html,2026-04-25T13:26:56+00:00
Right Winger,1993.0,1.71m,1,329,"('Italy', 'I')",https://national-football-teams.com/player/68353/Matteo_Politano.html,2026-04-25T13:26:59+00:00
Centre Forward,1993.0,1.81m,1,348,"('Italy', 'I')",https://national-football-teams.com/player/65023/Andrea_Belotti.html,2026-04-25T13:26:59+00:00
Centre Midfielder,1989.0,1.78m,1,368,"('Italy', 'I')",https://national-football-teams.com/player/52432/Giacomo_Bonaventura.html,2026-04-25T13:26:59+00:00
Centre Midfielder,1995.0,1.86m,1,296,"('Italy', 'I')",https://national-football-teams.com/player/69082/Bryan_Cristante.html,2026-04-25T13:26:59+00:00
